id,director,top_billed,budget_usd,revenue_usd
7773,Phillip Noyce,"Naomi Watts, Colton Gobbo, Sierra Maltby, Michelle Johnston, Woodrow Schrieber",,
7774,Riley Stearns,"Karen Gillan, Aaron Paul, Beulah Koale, Theo James, Elina Jackson",4500000,
7775,Larry Cohen,"Michael Moriarty, Andrea Marcovicci, Garrett Morris, Paul Sorvino, Scott Bloom",1700000,
7776,Jaume Collet-Serra,"Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton, Jared Padalecki",40000000,68766121
7777,Bryan Woods,"Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King, Brian Dare",45000000,55000000
7778,Neil LaBute,"Morgan Freeman, Renée Zellweger, Chris Rock, Greg Kinnear, Aaron Eckhart",24000000,29364989
7779,Adrian Grünberg,"Josh Lucas, Fernanda Urrejola, Julio Cesar Cedillo, Venus Ariel, Carlos Solórzano",,
7780,Garry Marshall,"Jennifer Aniston, Julia Roberts, Kate Hudson, Jason Sudeikis, Sarah Chalke",25000000,48782670
7781,Louis Leterrier,"Omar Sy, Laurent Lafitte, Izïa Higelin, Dimitri Storoge, Stéphane Pezerat",,
7782,Bryan Woods,"Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King, Brian Dare",45000000,55000000
7783,Osgood Perkins,"Sophia Lillis, Samuel Leakey, Alice Krige, Jessica De Gouw, Charles Babalola",5000000,22304357
7784,Noah Baumbach,"Ben Stiller, Naomi Watts, Adam Driver, Amanda Seyfried, Charles Grodin",10000000,17287309
7785,Ben Stiller,"Jim Carrey, Matthew Broderick, Leslie Mann, Jack Black, George Segal",47000000,102825796
7786,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley",40000000,161834276
7787,James McTeigue,"Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus, Levi Meaden",6000000,49078000
7788,Kirk Jones,"Nia Vardalos, John Corbett, Elena Kampouris, Michael Constantine, Lainie Kazan",18000000,90632641
7789,Alexandre Castagnetti,"Ludivine Sagnier, Nicolas Bedos, Jonathan Cohen, Arnaud Ducret, Brigitte Catillon",,7636
7790,David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff, Ron Silver, Teri Polo",25000000,14063331
7791,Edward Lachman,"James Ransone, Tiffany Limos, Stephen Jasso, James Bullard, Mike Apaletegui",1300000,447741
7792,Edward Zwick,"Tom Cruise, Cobie Smulders, Danika Yarosh, Aldis Hodge, Patrick Heusinger",60000000,162100000
7793,Brian Yuzna,"Jeffrey Combs, Jason Barry, Elsa Pataky, Enrique Arce, Nico Baixas",3000000,
7794,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin, Ian McShane",170000000,396600000
7795,Casey Affleck,"Joaquin Phoenix, Antony Langdon, Carey Perloff, Larry McHale, Casey Affleck",,
7796,Lee Tamahori,"Pierce Brosnan, Halle Berry, Toby Stephens, Rosamund Pike, Rick Yune",142000000,431971116
7797,Peter Hewitt,"John Goodman, Mark Williams, Jim Broadbent, Celia Imrie, Flora Newbigin",29000000,22619699
7798,Blake Edwards,"Kim Basinger, Bruce Willis, John Larroquette, William Daniels, George Coe",18000000,39321715
7799,Jay Roach,"Mike Myers, Beyoncé, Seth Green, Michael York, Robert Wagner",63000000,296938801
7800,Riley Stearns,"Karen Gillan, Aaron Paul, Beulah Koale, Theo James, Elina Jackson",4500000,
7801,Jessie Nelson,"Diane Keaton, John Goodman, Ed Helms, Amanda Seyfried, Alan Arkin",17000000,42426912
7802,Roger Spottiswoode,"Arnold Schwarzenegger, Michael Rapaport, Tony Goldwyn, Michael Rooker, Sarah Wynter",82000000,96085477
7803,Kelly Reichardt,"Laura Dern, Kristen Stewart, Michelle Williams, Lily Gladstone, James Le Gros",2000000,1215691
7804,Leonardo Pieraccioni,"Leonardo Pieraccioni, Serena Autieri, Maurizio Battista, Marco Marzocca, Marianna Di Martino",,
7805,Sean McNamara,"Hilary Duff, Shelley Duvall, Cathy Moriarty, Teri Garr, George Hamilton",,
7806,Walter Hill,"Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe, Ed O'Ross",38000000,153518974
7807,Steven Kostanski,"Nita-Josee Hanna, Owen Myre, Matthew Ninaber, Steven Vlahos, Adam Brooks",1700000,95384
7808,Christopher Louie,"Sarah Hyland, Hayley Kiyoko, Chris D'Elia, Graham Phillips, LaMonica Garrett",,
7809,Craig Johnson,"Woody Harrelson, Mary Lynn Rajskub, Cheryl Hines, Isabella Amara, Laura Dern",,653951
7810,Andrew Dominik,"Ana de Armas, Adrien Brody, Bobby Cannavale, Sara Paxton, Lucy DeVito",22000000,
7811,Kevin Rodney Sullivan,"Bernie Mac, Ashton Kutcher, Zoe Saldaña, Judith Scott, Hal Williams",35000000,103100000
7812,Thomas Vincent,"Kaley Cuoco, David Oyelowo, Bill Nighy, Connie Nielsen, Rudi Dharmalingam",,
7813,Jennifer Westfeldt,"Adam Scott, Jennifer Westfeldt, Jon Hamm, Maya Rudolph, Chris O'Dowd",,12186625
7814,Jeremy Gillespie,"Aaron Poole, Kathleen Munroe, Art Hindle, Daniel Fathers, Kenneth Welsh",,151042
7815,Simon Kinberg,"Sophie Turner, James McAvoy, Nicholas Hoult, Tye Sheridan, Michael Fassbender",200000000,252442974
7816,Catherine Hardwicke,"Amanda Seyfried, Gary Oldman, Billy Burke, Shiloh Fernandez, Max Irons",42000000,89162162
7817,Adam Shankman,"Steve Martin, Queen Latifah, Eugene Levy, Joan Plowright, Jean Smart",20000000,132700000
7818,Robert Kurtzman,"Angus Scrimm, Andrew Divoff, Tammy Lauren, Robert Englund, Ari Barak",5000000,15738769
7819,Brian De Palma,"Gary Sinise, Tim Robbins, Don Cheadle, Connie Nielsen, Jerry O'Connell",90000000,60900000
7820,Liza Johnson,"Kevin Spacey, Michael Shannon, Alex Pettyfer, Johnny Knoxville, Colin Hanks",5000000,1100000
7821,Andrew Niccol,"Ethan Hawke, January Jones, Zoë Kravitz, Jake Abel, Bruce Greenwood",,316472
7822,George A. Romero,"Timothy Hutton, Amy Madigan, Michael Rooker, Julie Harris, Robert Joy",15000000,10611160
7823,Bruce Malmuth,"Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin, Bonnie Burroughs",10000000,47410000
7824,Mike P. Nelson,"Charlotte Vega, Adain Bradley, Bill Sage, Emma Dumont, Dylan McTee",,3777969
7825,Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani, Will Ferrell",,
7826,Just Jaeckin,"Sylvia Kristel, Alain Cuny, Marika Green, Daniel Sarky, Jeanne Colletin",500000,20200000
7827,Robert Iscove,"Freddie Prinze Jr., Claire Forlani, Jason Biggs, Amanda Detmer, Alyson Hannigan",16000000,20627372
7828,Deon Taylor,"Michael Ealy, Hilary Swank, Mike Colter, Damaris Lewis, Geoffrey Owens",,
7829,Mathieu Turi,"Gaia Weiss, Peter Franzén, Romane Libert, Frédéric Franchitti, Corneliu Dragomirescu",,700000
7830,Peter Billingsley,"Vince Vaughn, Hailee Steinfeld, Bill Paxton, Jonathan Banks, Mike Epps",16500000,21256
7831,Tony Jaa,"Tony Jaa, Primrata Dej-Udom, Chupong Changprung, Nirut Sirijanya, Petchtai Wongkamlao",,2340363
7832,Nicholas Stoller,"Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Tyler McKinney",40000000,90029656
7833,Tony Goldwyn,"Ashley Judd, Greg Kinnear, Hugh Jackman, Marisa Tomei, Ellen Barkin",23000000,38689940
7834,Jaume Collet-Serra,"Kuno Becker, Stephen Dillane, Anna Friel, Leonor Varela, Elizabeth Peña",10000000,7900000
7835,Arturo Perez Jr.,"Angourie Rice, Reneé Rapp, Auli'i Cravalho, Jaquel Spivey, Avantika",36000000,104573204
7836,Malik Bader,"Lucas Till, Crystal Reed, Sarah Bolger, Caitríona Balfe, Reid Ewing",,
7837,John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Kate Winslet, Woody Harrelson",20000000,12600000
7838,Grant Heslov,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Robert Patrick",24000000,68729358
7839,Mike Mitchell,"Rob Schneider, William Forsythe, Eddie Griffin, Arija Bareikis, Oded Fehr",17000000,65500000
7840,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport",60000000,164700000
7841,Tommy Wirkola,"Vegar Hoel, Charlotte Frogner, Stig Frode Henriksen, Lasse Valdal, Evy Kasseth Røsten",800000,2166797
7842,John McTiernan,"Sean Connery, Lorraine Bracco, José Wilker, Rodolfo De Alexandre, Francisco Tsiren Tsere Rereme",40000000,45500797
7843,Clive Barker,"Scott Bakula, Kevin J. O'Connor, Famke Janssen, Joel Swetow, Daniel von Bargen",,13294594
7844,Brian Koppelman,"Barry Pepper, Andy Davoli, Dennis Hopper, Seth Green, Vin Diesel",15000000,12806614
7845,David Zucker,"Anna Faris, Simon Rex, Anthony Anderson, Charlie Sheen, Regina Hall",48000000,220673217
7846,Étienne Chatiliez,"Éric Berger, Sabine Azéma, André Dussollier, Hélène Duc, Aurore Clément",,24272365
7847,Francis Veber,"Gad Elmaleh, Alice Taglioni, Daniel Auteuil, Kristin Scott Thomas, Richard Berry",,29326868
7848,Wes Craven,"Sandra Peabody, Lucy Grantham, David Hess, Fred J. Lincoln, Jeramie Rain",90000,
7849,Breck Eisner,"Vin Diesel, Rose Leslie, Elijah Wood, Ólafur Darri Ólafsson, Rena Owen",90000000,146936910
7850,Toshikazu Nagae,"Aoi Nakamura, Noriko Aoyama, Kosuke Kujirai, Ayako Yoshitani, Kazuyoshi Tsumura",1350000,4160000
7851,Tony Scott,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo, Benicio del Toro",55000000,18626419
7852,Zack Snyder,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams",250000000,874362803
7853,Hervé Palud,"Thierry Lhermitte, Patrick Timsit, Ludwig Briand, Miou-Miou, Arielle Dombasle",,
7854,Michael Lembeck,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd, Judge Reinhold",65000000,172842355
7855,Eugenio Mira,"Elijah Wood, John Cusack, Tamsin Egerton, Allen Leech, Kerry Bishé",,
7856,Edoardo Leo,"Raoul Bova, Marco Giallini, Edoardo Leo, Nicole Grimaudo, Rosabell Laurenti Sellers",,
7857,David Guy Levy,"Brittany Snow, Jeffrey Combs, Jonny Coyne, Lawrence Gilliard Jr., Enver Gjokaj",,
7858,Johannes Roberts,"Kaya Scodelario, Hannah John-Kamen, Robbie Amell, Tom Hopper, Avan Jogia",25000000,41914915
7859,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger",1500000,
7860,Patrick Brice,"Adam Scott, Taylor Schilling, Jason Schwartzman, Judith Godrèche, RJ Hermes",,1100000
7861,Leonardo Pieraccioni,"Leonardo Pieraccioni, Giorgio Panariello, Marjo Berasategui, Rocco Papaleo, Massimo Ceccherini",,23941317
7862,Paul Feig,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Dyllan Christopher, Brett Kelly",26000000,21949234
7863,Peter Hyams,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright, Ross Malinger",35000000,64350171
7864,Adam Salky,"Freida Pinto, Logan Marshall-Green, Robert John Burke, Megan Elisabeth Kelly, Sarah Minnich",,
7865,Tom Hanks,"Tom Hanks, Julia Roberts, Bryan Cranston, Cedric the Entertainer, Pam Grier",30000000,75055070
7866,Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer, Michelle Trachtenberg",19000000,6900000
7867,Arlene Sanford,"Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon",30000000,
7868,Peter Hyams,"Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore, Clayton Rohner",60000000,33956608
7869,Roger Donaldson,"Natasha Henstridge, Ben Kingsley, Michael Madsen, Marg Helgenberger, Alfred Molina",35000000,113400000
7870,McG,"Joey King, Brianne Tju, Keith Powers, Chase Stokes, Laverne Cox",,
7871,Joe Wright,"Hugh Jackman, Levi Miller, Garrett Hedlund, Rooney Mara, Adeel Akhtar",150000000,128388320
7872,Christophe Barratier,"Jean Texier, Clément Godefroy, Théophile Baquet, Louis Dussol, Harold Werner",,15000000
7873,Mimi Leder,"Morgan Freeman, Antonio Banderas, Radha Mitchell, Robert Forster, Rade Šerbedžija",25000000,
7874,Anthony Waller,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman, Julie Bowen",22000000,26570463
7875,John Madden,"Nicolas Cage, Penélope Cruz, John Hurt, Christian Bale, David Morrissey",57000000,62112895
7876,Eric Appel,"Kevin Hart, John Travolta, Nathalie Emmanuel, Jean Reno, Josh Hartnett",,
7877,Darren Lynn Bousman,"Chris Rock, Samuel L. Jackson, Max Minghella, Marisol Nichols, Dan Petronijevic",20000000,40618920
7878,Tinto Brass,"Stefania Sandrelli, Frank Finlay, Franco Branciaroli, Barbara Cupisti, Armando Marra",,
7879,Steve Loter,"Michael T. Weiss, Olivia d'Abo, Jeff Bennett, Jim Cummings, April Winchell",,
7880,Neil Marshall,"Rhona Mitra, Bob Hoskins, Adrian Lester, Alexander Siddig, David O'Hara",30000000,22472631
7881,Mark Steven Johnson,"Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito, Will Arnett",55000000,43042835
7882,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood",15000000,44065653
7883,John Stockwell,"Kate Bosworth, Matthew Davis, Michelle Rodriguez, Sanoe Lake, Mika Boorem",25000000,51842679
7884,Andrew Niccol,"Clive Owen, Amanda Seyfried, Colm Feore, Mark O'Brien, Sonya Walger",20000000,1197741
7885,Michaël Youn,"Michaël Youn, Stéphane Rousseau, Armelle, Ary Abittan, Vincent Desagnat",17289533,8929413
7886,Stephen Norrington,"Sean Connery, Naseeruddin Shah, Shane West, Peta Wilson, Stuart Townsend",78000000,179265204
7887,Roger Vadim,"Jane Fonda, John Phillip Law, Anita Pallenberg, Marcel Marceau, Claude Dauphin",9000000,2500000
7888,Joe Penna,"Anna Kendrick, Toni Collette, Daniel Dae Kim, Shamier Anderson",10000000,
7889,Ping Lumpraploeng,"Theeradej Wongpuapan, Ratnomnot Ratchiratham, Kongkiat Khomsiri, Avajareen, Suteerush Channukool",201822,
7890,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison",25000000,119772232
7891,Robert Luketic,"Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara, Katheryn Winnick",75000000,98159963
7892,Chris Columbus,"Hayden Panettiere, Paul Rust, Jack Carpenter, Lauren London, Lauren Storm",18000000,15300000
7893,Walt Becker,"Tim Allen, John Travolta, Martin Lawrence, William H. Macy, Ray Liotta",,253625427
7894,Zackary Adler,"Olga Kurylenko, Gary Oldman, Dermot Mulroney, William Moseley, Alicia Agneson",,4700862
7895,Vicky Jewson,"Noomi Rapace, Sophie Nélisse, Indira Varma, Eoin Macken, Akin Gazi",,
7896,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover, John Michael Higgins, Romany Malco",17000000,42580920
7897,Alain Berbérian,"Christian Clavier, Jean Reno, Caterina Murino, Didier Flamand, Pierre Salasca",,
7898,Troy Duffy,"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr., Julie Benz",8000000,10629321
7899,John Glenn,"Paul Walker, Piper Perabo, Lambert Wilson, Linda Cardellini, Shawn Hatosy",9750000,558000
7900,John August,"Ryan Reynolds, Melissa McCarthy, Hope Davis, Elle Fanning, David Denman",,
7901,Sebastián Lelio,"Julianne Moore, John Turturro, Michael Cera, Caren Pistorius, Brad Garrett",,11145006
7902,Will Slocombe,"Lyndsy Fonseca, Michael Doneger, Tommy Dewey, Bruce Campbell, Rachel Resheff",,
7903,Steve Beck,"Gabriel Byrne, Julianna Margulies, Desmond Harrington, Ron Eldard, Isaiah Washington",35000000,71142361
7904,William Brent Bell,"Lauren Cohan, Rupert Evans, James Russell, Jim Norton, Diana Hardcastle",10000000,73929392
7905,Mark Waters,"Matthew McConaughey, Jennifer Garner, Michael Douglas, Breckin Meyer, Lacey Chabert",37500000,102366815
7906,Ben Younger,"Uma Thurman, Meryl Streep, Bryan Greenberg, Jon Abrahams, Zak Orth",22000000,67900000
7907,Cal Brunker,"Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan, Isabela Merced",40000000,65100000
7908,Ti West,"Joe Swanberg, AJ Bowen, Kentucker Audley, Gene Jones, Amy Seimetz",4000000,9221
7909,Steven Brill,"Elizabeth Banks, James Marsden, Gillian Jacobs, Sarah Wright, Ethan Suplee",6000000,8100000
7910,Darren Stein,"Michael J. Willett, Paul Iacono, Sasha Pieterse, Andrea Bowen, Xosha Roquemore",3200000,
7911,Mark Waters,"Jim Carrey, Carla Gugino, Angela Lansbury, Ophelia Lovibond, Madeline Carroll",55000000,187361754
7912,Álex de la Iglesia,"Elijah Wood, John Hurt, Leonor Watling, Julie Cox, Jim Carter",14100000,
7913,Eli Roth,"Jay Hernandez, Derek Richardson, Eythor Gudjonsson, Barbara Nedeljakova, Jana Kaderabkova",4800000,81979826
7914,McG,"Jack Gore, Miya Cech, Benjamin Flores Jr., Alessio Scalzotto, Andrew Bachelor",,
7915,Stefan Ruzowitzky,"Eric Bana, Olivia Wilde, Charlie Hunnam, Kate Mara, Kris Kristofferson",12000000,1900000
7916,Simon Wells,"Seth Green, Joan Cusack, Dan Fogler, Breckin Meyer, Elisabeth Harnois",150000000,39000000
7917,Jim Gillespie,"Jennifer Love Hewitt, Sarah Michelle Gellar, Freddie Prinze Jr., Ryan Phillippe, Bridgette Wilson-Sampras",17000000,125586134
7918,David Feiss,"William Townsend, Donny Lucas, Melissa Sturm, Garry Chalk, Kathleen Barr",,
7919,Neil LaBute,"Samuel L. Jackson, Patrick Wilson, Kerry Washington, Ron Glass, Justin Chambers",20000000,27640028
7920,Uwe Boll,"Brendan Fletcher, Shaun Sipos, Michael Paré, Matt Frewer, Lynda Boyd",,
7921,Marcel Langenegger,"Ewan McGregor, Hugh Jackman, Michelle Williams, Natasha Henstridge, Charlotte Rampling",25000000,18024545
7922,Michael Apted,"Hugh Grant, Gene Hackman, Sarah Jessica Parker, David Morse, Bill Nunn",38000000,17380126
7923,Lars Klevberg,"Mark Hamill, Gabriel Bateman, Aubrey Plaza, Brian Tyree Henry, Tim Matheson",10000000,44902237
7924,Karyn Kusama,"Megan Fox, Amanda Seyfried, Johnny Simmons, Adam Brody, Sal Cortez",16000000,31556061
7925,Neil Burger,"Tye Sheridan, Lily-Rose Depp, Fionn Whitehead, Colin Farrell, Chanté Adams",20000000,4298184
7926,Barry Battles,"Clayne Crawford, Travis Fimmel, Daniel Cudmore, Thomas Brodie-Sangster, Andre Braugher",4000000,37470
7927,Drake Doremus,"Léa Seydoux, Ewan McGregor, Rashida Jones, Theo James, Matthew Gray Gubler",,
7928,Gonzalo López-Gallego,"Sharlto Copley, Joseph Morgan, Thomas Kretschmann, Erin Richards, Josie Ho",,
7929,Ron Howard,"Matthew McConaughey, Woody Harrelson, Sally Kirkland, Jenna Elfman, Martin Landau",80000000,
7930,Sam Miller,"Idris Elba, Taraji P. Henson, Leslie Bibb, Kate del Castillo, Henry Simmons",13200000,53830415
7931,Karey Kirkpatrick,"Eddie Murphy, Thomas Haden Church, Yara Shahidi, Ronny Cox, Stephen Rannazzisi",55000000,23000000
7932,John Boorman,"Sean Connery, Charlotte Rampling, Sara Kestelman, John Alderton, Sally Anne Newton",1570000,1800000
7933,Clint Eastwood,"Clint Eastwood, Eduardo Minett, Natalia Traven, Dwight Yoakam, Fernanda Urrejola",33000000,16500000
7934,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover, John Michael Higgins, Romany Malco",17000000,42580920
7935,Louis Leterrier,"Sacha Baron Cohen, Mark Strong, Isla Fisher, Penélope Cruz, Rebel Wilson",35000000,28000000
7936,Giovanni Veronesi,"Pierfrancesco Favino, Valerio Mastandrea, Rocco Papaleo, Sergio Rubini, Margherita Buy",,
7937,Paul McGuigan,"James McAvoy, Daniel Radcliffe, Jessica Brown Findlay, Andrew Scott, Freddie Fox",40000000,34200000
7938,Paolo Genovese,"Raoul Bova, Barbora Bobuľová, Ambra Angiolini, Luca Bizzarri, Paolo Kessisoglu",,
7939,Anton Corbijn,"George Clooney, Violante Placido, Thekla Reuten, Paolo Bonacelli, Johan Leysen",20000000,67900000
7940,George P. Cosmatos,"Peter Weller, Richard Crenna, Amanda Pays, Daniel Stern, Ernie Hudson",25000000,15704614
7941,Ericson Core,"Edgar Ramírez, Luke Bracey, Teresa Palmer, Ray Winstone, Max Thieriot",105000000,133782481
7942,Brandon Cronenberg,"Caleb Landry Jones, Sarah Gadon, Malcolm McDowell, Joe Pingue, Sheila McCarthy",2400000,
7943,Stuart Blumberg,"Mark Ruffalo, Gwyneth Paltrow, Tim Robbins, Josh Gad, Pink",,3499442
7944,Steve Purcell,"Ashley Olsen, Mary-Kate Olsen, Leslie Danon, Julian Stone, Michelangelo Tommaso",,
7945,Damon Santostefano,"Anne Judson-Yager, Bree Turner, Kevin Cooney, Faune Chambers Watkins, Bryce Johnson",,
7946,Jiang Wen,"Natalie Portman, Hayden Christensen, Bradley Cooper, Ethan Hawke, Shia LaBeouf",14700000,14600000
7947,Jake Szymanski,"Daniel Doheny, Geraldine Viswanathan, Luke Spencer Roberts, Sadie Calvano, Eduardo Franco",,
7948,Jason Moore,"Amy Poehler, Tina Fey, Maya Rudolph, Dianne Wiest, John Leguizamo",30000000,105000000
7949,Ben Stassen,"Rusty Shackleford, Jo Wyatt, Mari Devon, Dino Andrade, Joey Camen",,35515687
7950,Jeff Wadlow,"Lucy Hale, Violett Beane, Tyler Posey, Hayden Szeto, Aurora Perrineau",3500000,95330493
7951,Carter Smith,"Jonathan Tucker, Jena Malone, Shawn Ashmore, Laura Ramsey, Joe Anderson",8000000,22818256
7952,Joseph Ruben,"Julianne Moore, Dominic West, Gary Sinise, Anthony Edwards, Alfre Woodard",42000000,117592831
7953,Jennifer Lynch,"Julia Ormond, Bill Pullman, Pell James, Ryan Simpkins, Cheri Oteri",3500000,1138322
7954,Andrew Niccol,"Al Pacino, Rachel Roberts, Catherine Keener, Evan Rachel Wood, Jay Mohr",10000000,19576023
7955,E. Elias Merhige,"Brian Salzberg, Donna Dempsey, Stephen Charles Barry",33000,
7956,Federico Moccia,"Raoul Bova, Michela Quattrociocche, Francesca Ferrazzo, Beatrice Valente, Michelle Carpente",,
7957,Dennis Dugan,"Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke, Eric Roberts",,50097949
7958,Rob Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson",,22955097
7959,Holger Tappe,"Emily Watson, Nick Frost, Jessica Brown Findlay, Ethan Rouse, Jason Isaacs",,26441892
7960,David Farr,"Stephen Campbell Moore, Clémence Poésy, David Morrissey, Laura Birn, Deborah Findlay",,121827
7961,Alessandro Genovesi,"Claudio Bisio, Frank Matano, Valentina Lodovini, Chiara Baschetti, Renato Pozzetto",,
