id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count
7096,Magic Mike XXL,"Comedy, Drama",en,6.2,1,55,2015-07-01,1759
7097,Journey 2: The Mysterious Island,"Adventure, Action, Science Fiction",en,6.2,1,34,2012-01-19,4202
7098,Jumper,"Action, Adventure, Science Fiction",en,6.2,1,28,2008-02-13,5732
7099,Dear White People,"Drama, Romance",en,6.2,1,48,2014-10-17,447
7100,Ultras,Drama,it,6.2,1,49,2020-03-09,417
7101,Night School,Comedy,en,6.2,1,51,2018-09-27,1651
7102,A Haunted House 2,"Comedy, Horror",en,6.2,1,27,2014-04-17,1435
7103,The Change-Up,Comedy,en,6.2,1,52,2011-08-05,2722
7104,"Yours, Mine & Ours","Comedy, Family, Romance",en,6.2,1,30,2005-11-23,814
7105,The Hills Have Eyes,Horror,en,6.2,1,30,1977-07-22,877
7106,Idle Hands,"Comedy, Horror, Fantasy",en,6.2,1,32,1999-04-30,649
7107,The Stranger,"Thriller, Crime, Drama",en,6.2,1,57,2022-10-06,311
7108,Leprechaun Returns,"Horror, Fantasy, Comedy",en,6.2,1,33,2018-12-11,625
7109,The Belko Experiment,"Horror, Thriller",en,6.2,1,29,2016-03-17,1461
7110,Wendy Wu: Homecoming Warrior,"Family, Action, Adventure, TV Movie",en,6.2,1,31,2006-10-21,416
7111,Melody Time,"Animation, Music, Family",en,6.2,1,15,1948-05-27,305
7112,Moonraker,"Action, Adventure, Thriller, Science Fiction",en,6.2,2,6,1979-06-26,1950
7113,Put Grandma in the Freezer,Comedy,it,6.2,1,44,2018-03-15,695
7114,The End?,Horror,it,6.2,1,40,2017-08-14,377
7115,Bright,"Fantasy, Action, Thriller",en,6.2,1,57,2017-12-22,5601
7116,The Unknown Girl,"Thriller, Drama, Crime",fr,6.2,1,46,2016-10-05,388
7117,The Inbetweeners 2,Comedy,en,6.2,1,36,2014-08-06,487
7118,Devil's Knot,"Crime, Drama, Thriller",en,6.2,1,54,2013-05-09,650
7119,Dead Man Down,"Thriller, Action, Crime, Drama",en,6.2,1,58,2013-03-08,1431
7120,Our Idiot Brother,"Comedy, Drama",en,6.2,1,30,2011-08-26,946
7121,Femme Fatale,"Mystery, Crime, Thriller",en,6.2,1,54,2002-04-30,581
7122,Alien Resurrection,"Science Fiction, Horror, Action",en,6.2,1,49,1997-11-12,4915
7123,Open Season,"Animation, Family, Adventure, Comedy",en,6.2,1,26,2006-09-27,2716
7124,Rising Sun,"Action, Drama, Thriller",en,6.2,2,5,1993-07-30,740
7125,The Hummingbird Project,"Thriller, Drama",en,6.2,1,51,2019-03-15,337
7126,Mood Indigo,"Drama, Fantasy",fr,6.2,2,10,2013-01-10,606
7127,Pride and Prejudice and Zombies,"Romance, Horror, Comedy, Thriller",en,6.2,1,48,2016-02-04,2152
7128,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Science Fiction, Adventure, Action, Comedy, Family",en,6.2,1,28,1991-03-22,1120
7129,Iron Mask,"Action, Adventure, Family, Fantasy",ru,6.2,2,1,2019-08-16,454
7130,Paper Towns,"Mystery, Drama, Romance",en,6.2,1,49,2015-06-18,5028
7131,Proof of Life,"Thriller, Action, Drama",en,6.2,2,15,2000-12-08,784
7132,Sniper,"Action, Drama, Thriller",en,6.2,1,38,1993-01-29,408
7133,We're No Angels,"Comedy, Crime",en,6.2,1,46,1989-06-02,491
7134,Traffik,"Horror, Thriller",en,6.2,1,36,2018-04-20,444
7135,Every Secret Thing,"Thriller, Crime, Mystery",en,6.2,1,33,2014-04-20,326
7136,Belle's Magical World,"Animation, Family",en,6.2,1,9,1998-02-16,454
7137,The Prodigy,"Horror, Thriller",en,6.2,1,32,2019-02-06,964
7138,Tau,"Science Fiction, Thriller, Horror",en,6.2,1,37,2018-06-29,1235
7139,Rookie of the Year,"Family, Comedy",en,6.2,1,43,1993-07-07,342
7140,Free Willy 3: The Rescue,"Family, Adventure",en,6.2,1,26,1997-08-06,337
7141,So Undercover,"Action, Comedy",en,6.2,1,34,2012-12-06,1105
7142,The Land Before Time III: The Time of the Great Giving,"Animation, Adventure, Family",en,6.2,1,10,1995-03-16,377
7143,Push,"Science Fiction, Action, Adventure, Thriller",en,6.2,1,51,2009-02-04,2253
7144,Transporter 3,"Action, Thriller, Crime",en,6.2,1,44,2008-11-26,3328
7145,Jeepers Creepers 2,"Horror, Thriller",en,6.2,1,44,2003-08-08,1628
7146,Feast,"Horror, Action",en,6.2,1,32,2005-10-14,535
7147,Early Man,"Family, Comedy, Animation, Adventure",en,6.1,1,29,2018-01-26,788
7148,The Outcasts,Comedy,en,6.1,1,35,2017-04-14,489
7149,That Awkward Moment,"Comedy, Romance",en,6.1,1,34,2014-01-29,2621
7150,World Trade Center,"Drama, History, Thriller",en,6.1,2,9,2006-08-09,1633
7151,7500,"Drama, Thriller, Action",en,6.1,1,34,2019-12-26,835
7152,Ironclad,"Romance, Adventure, Action, History",en,6.1,2,1,2011-03-03,725
7153,The Girl in the Spider's Web,"Action, Crime, Thriller",en,6.1,1,55,2018-10-25,1341
7154,Crossing Over,"Crime, Drama",en,6.1,1,53,2009-02-10,361
7155,Fanboys,"Adventure, Comedy",en,6.1,1,30,2009-02-06,814
7156,Just My Luck,"Comedy, Drama, Family, Fantasy, Romance",en,6.1,1,43,2006-05-12,1875
7157,The Quest,"Action, Adventure, Drama",en,6.1,1,35,1996-04-19,698
7158,The Prom,"Romance, Comedy",en,6.1,2,10,2020-12-02,669
7159,Moonwalkers,Comedy,en,6.1,1,47,2015-03-14,363
7160,Alien: Covenant,"Science Fiction, Horror, Thriller",en,6.1,2,2,2017-05-09,8588
7161,Walking with Dinosaurs,"Animation, Family, Adventure",en,6.1,1,27,2013-12-18,471
7162,Bedtime Stories,"Fantasy, Comedy, Family, Romance",en,6.1,1,39,2008-12-24,2779
7163,Rabbit Without Ears,"Drama, Comedy, Romance",de,6.1,1,56,2007-12-01,369
7164,The Rules of Attraction,"Drama, Romance, Comedy",en,6.1,1,50,2002-10-11,540
7165,The Wrong Missy,"Comedy, Romance",en,6.1,1,30,2020-05-13,1165
7166,Heavyweights,"Family, Comedy",en,6.1,1,40,1995-02-17,372
7167,Anything Else,"Drama, Comedy, Romance",en,6.1,1,48,2003-08-27,604
7168,On Chesil Beach,"Drama, Romance",en,6.1,1,50,2018-01-19,355
7169,Fired Up!,Comedy,en,6.1,1,30,2009-02-20,640
7170,Frontier(s),"Drama, Horror, Action, Thriller",fr,6.1,1,48,2007-07-01,717
7171,St. Elmo's Fire,"Drama, Romance, Comedy",en,6.1,1,50,1985-06-28,526
7172,The Kitchen,"Action, Crime, Drama",en,6.1,1,43,2019-08-08,670
7173,The Babysitter,"Comedy, Horror",en,6.1,1,25,2017-10-13,3566
7174,Body Bags,"Horror, Comedy, TV Movie",en,6.1,1,35,1993-08-08,323
7175,K-9,"Action, Comedy, Crime",en,6.1,1,41,1989-04-28,954
7176,The Amityville Horror,Horror,en,6.1,1,30,2005-04-14,2163
7177,Jurassic Park III,"Adventure, Action, Thriller, Science Fiction",en,6.1,1,32,2001-07-18,7073
7178,Anchorman 2: The Legend Continues,Comedy,en,6.1,1,59,2013-12-18,2535
7179,Grown Ups 2,Comedy,en,6.1,1,41,2013-07-11,4284
7180,Night at the Museum: Battle of the Smithsonian,"Adventure, Fantasy, Action, Comedy, Family",en,6.1,1,45,2009-05-20,6793
7181,Fierce Creatures,"Comedy, Romance",en,6.1,1,33,1997-01-23,342
7182,Tightrope,"Mystery, Thriller, Crime, Horror",en,6.1,1,55,1984-08-17,341
7183,The Craft: Legacy,"Horror, Drama, Fantasy",en,6.1,1,34,2020-10-28,793
7184,Return to Sender,"Drama, Thriller",en,6.1,1,35,2015-05-31,1184
7185,Equals,"Drama, Romance, Science Fiction",en,6.1,1,42,2015-07-15,1355
7186,Happy Feet Two,"Animation, Comedy, Family",en,6.1,1,40,2011-11-17,1580
7187,The Omega Man,"Science Fiction, Action",en,6.1,1,38,1971-08-01,534
7188,Anger Management,Comedy,en,6.1,1,46,2003-04-11,3098
7189,Christmas with the Kranks,"Comedy, Family",en,6.1,1,39,2004-11-24,1133
7190,Orca,"Horror, Thriller",en,6.1,1,35,1977-07-22,396
7191,Fritz the Cat,"Animation, Comedy, Drama",en,6.1,1,18,1972-04-12,321
7192,Raising Helen,"Drama, Comedy, Romance",en,6.1,1,59,2004-05-27,652
7193,Sea Fever,"Thriller, Horror, Drama, Science Fiction, Mystery",en,6.1,1,35,2020-03-06,555
7194,Would I Lie to You? 2,Comedy,fr,6.1,1,45,2001-02-07,378
7195,Under the Skin,"Thriller, Science Fiction, Drama",en,6.1,1,48,2014-03-14,3397
7196,Cujo,"Horror, Thriller",en,6.1,1,33,1983-08-10,1002
7197,American Pie Presents: Girls' Rules,Comedy,en,6.1,1,35,2020-10-06,611
7198,First Daughter,"Family, Comedy, Drama, Romance",en,6.1,1,45,2004-09-24,893
7199,Dick Tracy,"Adventure, Comedy, Crime",en,6.1,1,45,1990-04-05,920
7200,Once Upon a Time in Bethlehem,"Comedy, Fantasy",it,6.1,1,40,2019-12-12,486
7201,Double Impact,"Thriller, Action, Crime, Drama",en,6.1,1,50,1991-07-31,1046
7202,The Weather Man,"Comedy, Drama",en,6.1,1,41,2005-10-20,949
7203,Kin,"Science Fiction, Action, Adventure, Thriller",en,6.1,1,42,2018-08-29,815
7204,Pacific Rim: Uprising,"Action, Fantasy, Science Fiction, Adventure",en,6.1,1,51,2018-03-21,4907
7205,Happily Mixed Up,Comedy,it,6.1,1,45,2014-10-30,337
7206,The Woman in Black,"Drama, Horror, Thriller",en,6.1,1,35,2012-02-03,3432
7207,xXx: Return of Xander Cage,"Action, Adventure, Crime",en,6.1,1,47,2017-01-13,8836
7208,Airheads,"Comedy, Crime, Music",en,6.1,1,32,1994-08-05,717
7209,The Card Counter,"Drama, Thriller",en,6.1,1,51,2021-09-03,943
7210,Rifkin’s Festival,"Comedy, Romance",en,6.1,1,32,2020-10-01,427
7211,The Empty Man,"Horror, Mystery, Thriller",en,6.1,2,17,2020-10-22,803
7212,The Domestics,"Thriller, Horror",en,6.1,1,35,2018-06-28,441
7213,Murder by Numbers,"Crime, Drama, Thriller",en,6.1,2,0,2002-04-19,1008
7214,The Texas Chainsaw Massacre: The Beginning,Horror,en,6.1,1,31,2006-10-05,1759
7215,The Death and Life of Bobby Z,"Drama, Action, Thriller, Crime",en,6.1,1,37,2007-07-23,364
7216,Paranormal Activity: Next of Kin,"Horror, Mystery",en,6.1,1,38,2021-10-29,657
7217,Brightburn,"Horror, Science Fiction, Thriller, Mystery",en,6.1,1,31,2019-05-09,3113
7218,Life of the Party,Comedy,en,6.1,1,45,2018-05-10,973
7219,Divorce French Style,Comedy,fr,6.1,1,30,2016-12-07,582
7220,Hitman,"Action, Thriller, Drama",en,6.1,1,34,2007-11-21,3291
7221,Hitman,"Action, Thriller, Drama",en,6.1,1,34,2007-11-21,3291
7222,Scooby-Doo! Curse of the Lake Monster,"Mystery, Fantasy, Comedy, Adventure",en,6.1,1,20,2010-10-16,504
7223,Ben 10 Alien Swarm,"Adventure, Action",en,6.1,1,7,2009-11-25,336
7224,Willard,"Horror, Drama, Thriller",en,6.1,1,40,2003-03-14,316
7225,28 Days,"Comedy, Drama",en,6.1,1,43,2000-04-06,980
7226,Wedding Unplanned,"Romance, Comedy",fr,6.1,1,34,2017-04-26,461
7227,Cars 2,"Animation, Family, Adventure, Comedy",en,6.1,1,46,2011-06-11,7722
7228,Mais qui a tué Pamela Rose ?,Comedy,fr,6.1,1,35,2003-06-04,316
7229,Orgazmo,Comedy,en,6.1,1,34,1998-07-02,432
7230,Shanghai Knights,"Action, Adventure, Comedy, Western",en,6.1,1,55,2003-02-06,2228
7231,The Ladykillers,"Comedy, Crime, Thriller",en,6.1,1,44,2004-03-25,1572
7232,Jobs,"Drama, History",en,6.1,2,9,2013-08-15,2420
7233,My Life in Ruins,"Comedy, Romance",en,6.1,1,35,2009-06-05,410
7234,The Eiger Sanction,"Action, Adventure, Drama",en,6.1,2,9,1975-05-21,388
7235,Miracle at St. Anna,"Drama, War",en,6.1,2,40,2008-09-15,361
7236,Mission: Impossible II,"Adventure, Action, Thriller",en,6.1,2,3,2000-05-24,6670
7237,Gemma Bovery,"Romance, Drama, Comedy",fr,6.1,1,39,2014-09-10,305
7238,Freaks of Nature,"Science Fiction, Comedy, Horror",en,6.1,1,32,2015-10-30,550
7239,The Brass Teapot,"Comedy, Fantasy, Thriller",en,6.1,1,40,2012-09-08,474
7240,Every Which Way but Loose,"Action, Comedy, Adventure, Romance, Drama",en,6.1,1,50,1978-12-16,449
7241,Every Which Way but Loose,"Action, Comedy, Adventure, Romance, Drama",en,6.1,1,50,1978-12-16,449
7242,Day Watch,"Fantasy, Action, Adventure, Horror, Thriller",ru,6.1,2,25,2006-01-01,520
7243,Addicted to Love,"Comedy, Romance",en,6.1,1,40,1997-05-23,409
7244,TMNT,"Adventure, Animation, Comedy, Family",en,6.1,1,26,2007-03-23,1088
7245,On the Line,"Thriller, Drama",en,6.1,1,44,2022-10-31,490
7246,Ouija: Origin of Evil,Horror,en,6.1,1,39,2016-10-20,2438
7247,Fallen,"Drama, Fantasy, Romance",en,6.1,1,31,2016-11-10,1582
7248,Peggy Sue Got Married,"Comedy, Drama, Fantasy",en,6.1,1,43,1986-10-10,551
7249,John Tucker Must Die,"Comedy, Romance",en,6.1,1,27,2006-07-27,1359
7250,Nightbooks,"Fantasy, Family, Horror",en,6.1,1,41,2021-09-15,376
7251,Daddy or Mommy,Comedy,fr,6.1,1,25,2015-02-04,1022
7252,Careful What You Wish For,"Drama, Thriller",en,6.1,1,31,2015-05-06,386
7253,Eye for an Eye,Thriller,en,6.1,1,41,1996-01-12,350
7254,Body Snatchers,"Horror, Science Fiction",en,6.1,1,27,1993-06-09,412
7255,57 Seconds,"Thriller, Science Fiction, Action",en,6.1,1,39,2023-09-29,479
7256,Rebel Moon - Part Two: The Scargiver,"Science Fiction, Action",en,6.1,2,3,2024-04-19,1129
7257,The Worst Week of My Life,Comedy,it,6.1,1,33,2011-10-27,439
7258,CHiPS,"Action, Comedy, Crime",en,6.1,1,40,2017-03-23,1273
7259,Surrogates,"Science Fiction, Action, Thriller",en,6.1,1,29,2009-09-24,3122
7260,The Cannonball Run,"Action, Comedy, Family",en,6.1,1,35,1981-06-19,613
7261,The Legend of Zorro,"Action, Adventure, Western",en,6.1,2,9,2005-10-24,2852
7262,Ip Man: The Final Fight,"Action, Drama",cn,6.1,1,40,2013-03-22,378
7263,Them,"Horror, Thriller",fr,6.1,1,17,2006-07-19,525
7264,The Midnight Meat Train,"Horror, Mystery, Fantasy",en,6.1,1,38,2008-08-07,1108
7265,The Wannabes,Comedy,fr,6.1,1,42,2022-02-09,307
7266,Rebels,Comedy,fr,6.1,1,27,2019-01-17,320
7267,Last Night,"Drama, Romance",en,6.1,1,33,2010-11-05,750
7268,Laggies,"Comedy, Drama, Romance",en,6.1,1,40,2014-09-25,1120
7269,Tin Toy,"Animation, Family",en,6.1,0,5,1988-08-01,451
7270,Batman and Harley Quinn,"Adventure, Action, Animation, Science Fiction, Comedy",en,6.1,1,14,2017-08-14,602
7271,Ain't Them Bodies Saints,"Crime, Drama, Romance",en,6.1,1,36,2013-07-03,424
7272,Ninja,"Action, Crime, Drama, Thriller",en,6.1,1,23,2010-03-15,334
7273,Choke,"Comedy, Drama",en,6.1,1,32,2008-09-26,386
7274,Splinter,"Horror, Thriller",en,6.1,1,22,2008-10-31,683
7275,House,"Comedy, Horror, Fantasy",en,6.1,1,32,1985-12-06,549
7276,Forsaken,"Western, Action, Drama",en,6.1,1,30,2015-09-16,342
7277,David Brent: Life on the Road,"Comedy, Music",en,6.1,1,36,2016-08-19,356
7278,Palo Alto,Drama,en,6.1,1,40,2014-05-09,852
7279,Star Wars: The Clone Wars,"Animation, Action, Science Fiction, Adventure",en,6.1,1,38,2008-08-05,1990
7280,Housesitter,"Comedy, Romance",en,6.1,1,42,1992-06-12,430
7281,Men,"Horror, Thriller, Fantasy",en,6.1,1,40,2022-05-20,1064
7282,Forsaken,"Western, Action, Drama",en,6.1,1,30,2015-09-16,342
7283,Heist,"Action, Crime, Thriller",en,6.1,1,33,2015-11-13,913
7284,The November Man,"Crime, Action, Thriller",en,6.1,1,48,2014-08-27,1452
7285,Resident Evil: The Final Chapter,"Action, Horror, Science Fiction",en,6.1,1,47,2016-12-23,3155
7286,The Ledge,"Drama, Thriller",en,6.1,1,41,2011-05-06,342
7287,The Sorcerer's Apprentice,"Fantasy, Adventure, Action",en,6.1,1,49,2010-07-13,4901
7288,Dagon,"Fantasy, Horror, Thriller",en,6.1,1,35,2001-10-12,400
7289,Geostorm,"Action, Science Fiction, Thriller",en,6.1,1,49,2017-10-12,4750
7290,The Possession of Michael King,Horror,en,6.1,1,23,2014-08-14,386
7291,Trouble at Timpetill,"Fantasy, Adventure, Family",fr,6.1,2,13,2008-12-17,383
7292,Candy Jar,"Comedy, Drama, Romance",en,6.1,1,32,2018-04-27,476
7293,Goosebumps 2: Haunted Halloween,"Comedy, Fantasy, Horror",en,6.1,1,30,2018-10-11,1504
7294,Trophy Wife,Comedy,fr,6.1,1,43,2010-11-10,352
7295,Like Mike,"Family, Comedy, Fantasy",en,6.1,1,39,2002-07-03,509
7296,Jackass Presents: Bad Grandpa,Comedy,en,6.1,1,32,2013-10-22,1545
7297,Earthquake,"Action, Drama, Thriller",en,6.1,2,3,1974-11-15,317
7298,The One,"Action, Science Fiction, Thriller",en,6.1,1,27,2001-11-02,1558
7299,Ares,"Science Fiction, Drama, Thriller",fr,6.1,1,20,2016-11-23,315
7300,LOL,"Drama, Comedy, Romance",en,6.1,1,37,2012-02-10,2661
7301,Nine 1/2 Weeks,"Romance, Drama",en,6.1,1,57,1986-02-09,990
7302,The 51st State,"Thriller, Action, Comedy, Crime",en,6.1,1,33,2001-12-07,595
7303,The Night Before,"Comedy, Adventure, Fantasy",en,6.1,1,41,2015-11-20,1656
7304,Jack Ryan: Shadow Recruit,"Action, Drama, Thriller",en,6.1,1,45,2014-01-15,2827
7305,The Hard Way,"Action, Comedy, Crime",en,6.1,1,51,1991-03-08,417
7306,Autumn in New York,"Drama, Romance",en,6.1,1,43,2000-08-11,701
7307,Tolo Tolo,"Comedy, Drama, Family",it,6.1,1,34,2020-01-01,1231
7308,Home Again,"Comedy, Drama, Romance",en,6.1,1,37,2017-09-07,1180
7309,300: Rise of an Empire,"Action, Drama, War",en,6.1,1,42,2014-03-05,6454
7310,The Strangers,"Horror, Mystery, Thriller",en,6.1,1,26,2008-05-29,2399
7311,On the Rocks,"Drama, Comedy",en,6.1,1,36,2020-10-02,665
7312,Apostle,"Horror, Mystery, Thriller, Drama",en,6.1,2,10,2018-09-21,1416
7313,Ad Astra,"Science Fiction, Drama",en,6.1,2,3,2019-09-17,6546
7314,Top Five,"Drama, Comedy",en,6.1,1,42,2014-12-12,449
7315,The Rite,"Drama, Thriller, Horror",en,6.1,1,54,2011-01-28,2063
7316,Maniac Cop,"Crime, Horror, Mystery",en,6.1,1,25,1988-05-13,464
7317,Herbie Rides Again,"Romance, Comedy, Family, Fantasy",en,6.1,1,28,1974-02-12,396
7318,Impostor,"Action, Science Fiction, Thriller",en,6.1,1,42,2001-12-03,410
7319,The Lodge,"Horror, Drama, Mystery, Thriller",en,6.1,1,48,2020-01-16,1241
7320,Adore,Drama,en,6.1,1,40,2013-04-03,962
7321,ARQ,"Science Fiction, Thriller",en,6.1,1,28,2016-09-16,1157
7322,Out for Justice,"Action, Crime",en,6.1,1,31,1991-04-12,433
7323,Kindergarten Cop,Comedy,en,6.1,1,51,1990-12-21,2459
7324,Zapped,"TV Movie, Comedy, Family",en,6.1,1,34,2014-06-27,610
7325,Monster Trucks,"Action, Comedy, Science Fiction",en,6.1,1,44,2016-12-21,844
7326,The Perfect Man,"Comedy, Drama, Family, Romance",en,6.1,1,40,2005-06-17,775
7327,Cinderella II: Dreams Come True,"Family, Animation, Romance, Fantasy",en,6.1,1,14,2002-02-23,1437
7328,Runaway Bride,"Comedy, Romance",en,6.1,1,56,1999-07-30,1968
7329,Rip Tide,"Family, Drama",en,6.1,1,25,2017-10-03,450
7330,Chloe,"Drama, Thriller, Mystery",en,6.1,1,36,2010-02-25,1693
7331,Wrong Turn 2: Dead End,"Horror, Thriller",en,6.1,1,36,2007-08-25,1372
7332,Down with Love,"Comedy, Romance",en,6.1,1,41,2003-05-08,704
7333,Cobra,"Action, Crime, Thriller",en,6.1,1,27,1986-01-01,1735
7334,Friday the 13th: The Final Chapter,"Horror, Thriller",en,6.1,1,31,1984-04-13,1299
7335,Argylle,"Action, Adventure, Comedy",en,6.1,2,19,2024-01-31,1289
7336,"Crouching Tiger, Hidden Dragon: Sword of Destiny","Action, Adventure, Drama",en,6.1,1,43,2016-02-18,632
7337,BASEketball,Comedy,en,6.1,1,43,1998-07-28,570
7338,Green Card,"Comedy, Romance, Drama",en,6.1,1,48,1990-12-23,473
7339,Final Destination 3,"Horror, Mystery",en,6.1,1,33,2006-02-09,3833
7340,Halloween Ends,"Horror, Thriller",en,6.1,1,51,2022-10-12,1757
7341,Blood Ties,"Thriller, Crime, Drama",en,6.1,2,8,2013-08-22,462
7342,Fantozzi Retires,Comedy,it,6.1,1,35,1988-12-22,373
7343,Death Race 2000,"Action, Science Fiction",en,6.1,1,20,1975-04-30,475
7344,Bug,"Drama, Horror, Thriller",en,6.1,1,38,2007-02-21,530
7345,Jumpin' Jack Flash,"Romance, Comedy, Thriller",en,6.1,1,45,1986-10-09,347
7346,The Saint,"Thriller, Action, Romance, Science Fiction, Adventure",en,6.1,1,56,1997-04-03,1106
7347,Evita,"History, Drama, Music",en,6.1,2,15,1996-12-14,470
7348,Cocktail,"Romance, Drama, Comedy",en,6.1,1,44,1988-07-29,1437
7349,Wheelman,"Action, Crime, Thriller",en,6.1,1,22,2017-10-20,619
7350,Let It Snow,"Romance, Comedy",en,6.1,1,33,2019-11-08,1144
7351,In a Valley of Violence,"Western, Action",en,6.1,1,44,2016-10-21,575
7352,Wolf,"Fantasy, Drama, Horror, Romance",en,6.1,2,5,1994-06-17,895
7353,Blades of Glory,Comedy,en,6.1,1,33,2007-03-30,1734
7354,A Life Less Ordinary,"Fantasy, Comedy, Romance",en,6.1,1,43,1997-10-24,442
7355,Maid in Manhattan,"Comedy, Drama, Romance",en,6.1,1,45,2002-12-13,1872
7356,Original Sin,"Thriller, Drama, Mystery, Romance",en,6.1,1,58,2001-05-08,805
7357,The New Mutants,"Science Fiction, Horror, Action",en,6.1,1,34,2020-04-02,3391
7358,The Zero Theorem,"Drama, Fantasy, Science Fiction",en,6.1,1,47,2013-09-20,1190
7359,The Informant!,"Drama, Comedy, Crime",en,6.1,1,48,2009-09-18,863
7360,Cradle 2 the Grave,"Action, Crime, Drama",en,6.1,1,41,2003-02-28,902
7361,Ice Age: Collision Course,"Adventure, Animation, Family, Comedy",en,6.1,1,35,2016-06-23,4511
7362,Snitch,"Thriller, Drama, Action",en,6.1,1,52,2013-02-21,2322
7363,V/H/S,"Thriller, Horror",en,6.1,1,56,2012-07-28,1521
7364,Grabbers,"Science Fiction, Comedy, Thriller, Horror, Mystery",en,6.1,1,34,2012-08-10,442
7365,The Cheetah Girls: One World,"Family, Comedy, Drama, Music, TV Movie",en,6.1,1,30,2008-08-22,323
7366,The Condemned,"Action, Thriller",en,6.1,1,53,2007-04-27,778
7367,The Tale of Despereaux,"Adventure, Animation, Family",en,6.1,1,33,2008-12-18,906
7368,Asterix and the Vikings,"Family, Animation, Comedy, Adventure",fr,6.1,1,18,2006-04-12,695
7369,Like a Cat on a Highway 2,Comedy,it,6.1,1,49,2021-08-14,332
7370,The Remaining,"Thriller, Horror",en,6.1,1,28,2014-08-25,435
7371,Man of Tai Chi,"Action, Drama",en,6.1,1,45,2013-07-04,898
7372,Faces in the Crowd,"Thriller, Crime",en,6.1,1,42,2011-10-25,481
7373,Tower Heist,"Action, Comedy",en,6.1,1,44,2011-11-02,2906
7374,Passengers,"Drama, Mystery, Thriller, Romance",en,6.1,1,33,2008-09-26,897
7375,The Philadelphia Experiment,"Science Fiction, Adventure, Thriller",en,6.1,1,42,1984-10-05,378
7376,Gothika,"Horror, Thriller, Mystery",en,6.1,1,38,2003-11-21,2264
7377,Allegiant,"Adventure, Science Fiction, Action, Mystery",en,6.1,2,0,2016-03-09,6570
7378,The Lone Ranger,"Action, Adventure, Western",en,6.1,2,29,2013-07-03,5778
7379,Attack on Titan II: End of the World,"Horror, Science Fiction, Action",ja,6.1,1,27,2015-09-01,343
7380,A Thousand Words,"Drama, Comedy",en,6.1,1,31,2012-03-07,1300
7381,Inferno,"Action, Drama, Romance",en,6.1,1,35,1999-09-25,310
7382,Keeping Up with the Joneses,"Action, Comedy",en,6.1,1,45,2016-10-20,1994
7383,The SpongeBob Movie: Sponge Out of Water,"Family, Adventure, Comedy, Fantasy, Animation",en,6.1,1,33,2015-01-28,2333
7384,Crimson Rivers II: Angels of the Apocalypse,"Action, Thriller, Crime",fr,6.1,1,37,2004-02-18,704
7385,The Condemned,"Action, Thriller",en,6.1,1,53,2007-04-27,778
7386,Squared Love,"Romance, Comedy",pl,6.1,1,42,2021-02-11,311
7387,Infinity Pool,"Horror, Science Fiction",en,6.1,1,58,2023-01-27,765
7388,Grudge Match,Comedy,en,6.1,1,53,2013-12-25,1268
7389,Valhalla Rising,"Adventure, Drama, Action, Fantasy",en,6.1,1,33,2009-09-04,1179
7390,Conan the Destroyer,"Adventure, Fantasy, Action",en,6.1,1,43,1984-06-29,1462
7391,Harry and the Hendersons,"Comedy, Family, Fantasy, Drama",en,6.1,1,50,1987-06-05,666
